id_pagamento_cliente,nome_titular,instituicao,ultimos_digitos,validade_mes,validade_ano,cvv,token_gateway,ativo
308,x6uEq/gWid8nHFgMcVw+0vR8noB2C+vNQChjxLZOUoQI6y5bZEC6cdY4xequL5njICI=,Itaú Unibanco,iTisaLKgBBN7/yaOgiwvxzmIafwasq5SHEL3J8FHMIEzNY9X,J4Nh5R0QoGR3H/0/IeoJd/vl2iu7o/0MtWT8DaLb/e5+fg==,4vq+ftSj21S5m4nUq3CHQ4xWu73kmOhZYrjiSHsLohOsbA==,630,avJlF4oKNwwKjUCGjZctW54GHMHTB9FtpUjFo6VyjwoOwUJyG/cO/EHpRPLtZkYgroZD6T1n6l9AbuG4wQGXZX8x65s=,0
309,pCCcNsR+Yo8d66C6mGqgsVoYyc6fsY57xJakNuinrGq2IS+W/FwWzqlgnOz850PZdirAUPgD,Itaú Unibanco,z08ERL59rAFKkBFOQaZJWY9mgfRQFQty+qEydMuW05rxfYnH,vn/CnZZ3n/JLafa2o7I4e4PHxWy7oIP5NPpqMl/ON7kSdQ==,Uidzs5+/WXshaBIarxII45XW2DSaTBVnPPHsMkFDrHTriQ==,200,MDs+jlcjgXvrZCrnTVL3puNeiS54HqtNW2DiZftJrhXzIkqc5g8Pys6PDffImpoh9tt0kaArlrl1TECPqr2moUcH134=,0
310,ebFznBUuf74d2KfB+WrwdiKXdZAx2ayLCPyyWXeM2LURv1ajjJm+aIPaNDiPA0KjXs8=,Itaú Unibanco,6GoJMSSNBUSPSjUPe2sbooFbEJXusbkCuBDqavAA5UQlw/UB,PD65Kwzzr3XT2lhfmCsWlBcPWvA1BV/ERJUOtfDvH/bV1A==,tyqYkplAZxq4DVPTFVqTcBtsp9sSpNvHzxeCJndNER+kOQ==,6089,0EIIw3yVrbr7/YWKlkk6kXUB2ITIIuyfVfjOTs6gCjAM376E/M3K2Y4Mvj2we/c345IFuqdiRg5BuCyWPragIZRfiSY=,1
311,4wcZnon13pjCK+/i3AodVNkH/BqGh+Gxf8dfvtP5LgoF57VSSghZLJVn6QD6/QsHGQ==,Itaú Unibanco,dtSeIODNGCx+bl38fb6yl5pgFpShFhZJB+jvlC8ESHbCwVbl,5i3ix33qBbY14pHYnriz37x5METhC7p7w3QCxDw/foxV1Q==,O6W9E1knny0ok4bUNxpkglNjsct/su3Arw14wVxuYE1SQA==,334,vMClQ6WuCCHUyKb09X90eAsuBM/fCs5kSrOO1eGOjlVVMZ6AmtDQpQhr6sYyLDlA6BPvgdc7MKBzWYKWTXpgTKjaYp0=,0
312,ug0HwuSgl54FQH4EHGRLGpW2T+LaV5qO9HA+i58mNHFPKAHkPb3KUegxgpWCk3XeGv4EUQ==,Itaú Unibanco,apJi3a1j2BtfmYUaxGJs9vlMI2jTb2nRS5GtexglQTkzv3rH,oYHm1eK+nLlsMiZgRUw/86gFDn/YqAjAgHNf0oDTaKMF/w==,Yd+dlmCf+TqQuM1yQ85wk2bjULtuqrdYDMqVARECogiCeg==,306,P0AIxSw4Tp2tPMU5U0ScWHBWYT24wqzRpXVkIti4FIlpmj6IL7vTCHWRlKicnodCWlGmpGxZSKt3UT5n2/Ll4U3Sv1s=,1
313,21VrBKLK/MaCi1L5lXInM8I+a65KTi6F+TNTuVPamzCnBp2jiU8M2xjImL7U,Itaú Unibanco,kTvyO5iFjJ6Q0NNGy+Aif7rshJjzQXvJu4wXDm4pqEeqKJao,kItyr491Xgs5IWW6xTH0/cbiTI9TeEgNhcR5lNuOrtAHUg==,/4jkZdEO9rYLpZ7ToKz6bGhCcfYnSc8qnidx62PU7wuyrQ==,375,N7GenuwSUZ/RZJ5NJkMaKIgdI3bGW8R/+Vmk68n9rT+VotzRvMn1TJ1WUpAItQ40w4NtKNv2PzEIFHB1CWXoW8S0EZ0=,0
314,x0bWAnHHZHsem+AskPNSYqeEeM2y5SbM3SP96ZtXQqt574PccW4KIjooN8I=,Itaú Unibanco,1u1T+3erCW23B6+csTWu7CfnSadEMhjuZwU7xetFWJAfE6+Q,krlZ4zcXJ4UBC8WrjsyP0Pnfevv84PVtqZQLsk6WC8u72w==,jH0/uQjTBd/ZgYvq9EBemWdBLu5a+FxfZgu1g7gIQSZqJw==,455,oiO9q4xL7nrjGsS7CWARRFKGndlPlM7txmuUqugiMzgNpMN4ccpGg79CN0GNkpDPTRifXVCaXUJK6y9ImHoVH5LXiXk=,0
315,eX3usA/w6RklIipUYicl+khhdsE/T7b0rDIv1Ie1OHyNtZSlyZekCYkd/5V5,Itaú Unibanco,BPdE7h2eGseoQ208Rk1oMyeSqYm/qJE034EcuW868E5AUoRg,717I7DQtc/DCy1k6o7vR+wKEpLGPqg0UkA7JganKYIR5pQ==,wu6yo0B9zW3qBf7HdObd52o8UO6urnRLhbUTkdRsF+QrfA==,928,3uNGB1vJ7dXo1NNMsvJG6BOcz7M64dkL3lTczFzYQMHRNK+U61ic3hREpmKdBaOv7IYKiD7U+o7ho0DDTtE/riCN9Kk=,0
316,W2sdERTNJ1ykNCdQ5sHCpBYicDmpYYxioOrioSFjL8/XlryrzHBOT/iOGT/TynrbvrDmcho=,Itaú Unibanco,eYSsyk9G9+pwz4jtPyDnbeGWuyRmB7r6y0CWMi+GCVObMIkX,wd8ADzOdC4bijcsXzykOQXHKIodBEllCk6HHklakBTIbFw==,oqpQf6I32dc62VVARd2dv9Yngr2MKiqdzoHh33jrU4GJCA==,968,sxyhSFgG0y4ObE0f0rPSTWQwHnYgxfcwbp8Csy9aPFdIgPK1RFx5ZvhzceZ93zCLqW8yydTC9hUOGyj39GIqNM2/LIk=,0
317,1dKW2XNDchFYdout0RSJva2PnH+3XUe67s/Y9OkKxMiFVPpjvfYk4MgbFi8=,Itaú Unibanco,NZR9CMa7psKcG9qR1gXTcMBEChvdbjTroKJxNIa0WzUV7Mvc,9bvqbb08Z9CyW1YwEfoIeVHb4WhdxY9B00aUIEqGZE3dFA==,pukXQrQ+X4SONoT7+f2aji6kN6Sw8e+AvRIrLBjF6SPU0g==,272,HkRTWlyw50TOh+MnrrX9cbnolctyz5PN/Q9kGQyD9WVW+hWaMWieexFslL0A6g4fLeki4DZy+8JJdTfhrYsDxxgZBbU=,1
318,970HRSficA04y3g+XN3j70qnwvu5i1bzKbSqytGpd5co3/TTL9/KTIeY,Itaú Unibanco,knFAUoPult6ALh1HXMCP8I3c+NOe5JwQG06jZvfvGSGOChfz,TuXs9H59ZAKEHN95Vxk7JdE83oLMfgh8VP+2XHD0HsYIbA==,r+yJql4wJ0Av/2n5P1BhDaMTiMWsCIkTKN57hMODjmwYXw==,831,ZebzlTuwXGlZos/guvK3I1/UDG2aeC1svx2ux+okEvur1wRI8KVPrkPLsscqoref+9m7My8WQnFOEliybEjLz1zCyIU=,1
319,4MA7km/lS5Ybxjm5hkjPZX4Dv4JQ7HocO4pId+87gcbv2/V5fODgstLx1F07RxaimNw=,Itaú Unibanco,3U36TXuc4RcQD+ksv4ebnevPyUIZBYpKvp3VtDeaJjTSS/U0,BtJQHMAnj5nG87ZzXjiY0tUS4ddmo5TGcBiEP+fDs1CTAw==,1o1PsnLxU1mjzwVT/HS8PIsIO0+lpq+pqQ7+vG7DdUjMrA==,6169,AaC2hAJ06GdUoTgxn85rbXuGBQ5S2d3aSYTl2/JgOmUYkHTdD6zWvgZpOYbaobfycapEHt6h5uzBFAUBkp14aDY2g+Y=,1
320,1GoqXy3NZkkSabJ0F9kDkwe8EWNIcly16Eo68KkT9DAZJzhoOwv3GdUG8g==,Itaú Unibanco,mlLigVPedcLqWwVmhTRXCphzDr8AfGDyapDaXcHTAWfeAMsI,rlpkGLPavD/SbX5UtO1v6HoB6gB1hvb6O2R2mXvMt2isWA==,Zl1/Rw0Hbok/KmkQr5sa1HPHTMFRyFCZy/bW63mn/XsOPw==,644,F3CakN+shjjEkVtiuDMLlDo1VaOFmgM1z32GhWiv47sg5KiJQTE9QkZjPFkkL9DMH2jaaaB53asc7qzuQJjvE8bUpGA=,0
321,9Qa3yRdtGBboPNUfe8FgDFrkmeIBnLKeWlqkYtDsX+z7XPxmnsSGLodD84Xb,Itaú Unibanco,n77f1H37RFwHKvTWDdpDoZfJ+5liEm3iCyCn/N+Tuhz2mky/,q2iR4rEQkORHZBQoyAm6sU8Ytw9DMdSDXOmgWQDxGSnqNw==,xxSeckE35n8/1QQ5ZrM0CElZ8OI3noxaz+05tXWzfxUHnw==,412,AyitxB1dffKJbzXFJ/DfcXr4v2KqNICfgXwFWZtIWS5fPhVm1ZPzeJ8ecI3LYzaF5kWMM95xp3QOkixIgoOgmKf5tlY=,0
322,4sZyDoNOVPjOhsCuBB4U+VuFf/tNtm2ON8lZGpMtjnz4PTqXbFmWNfUNIkLuFa+3,Itaú Unibanco,JdFtMjbwsZELzKS7xdKbUFPXL1sCeEyvCSbswfOHB1Ggc763,2NflwiyG+UN0Qfa6mN1YjICpL8UiLPnhVVkFtXBAjG1CYg==,4hapNdLIArwdZMfZBx5z3t4qoYglmiX6wnWrkEAnJ37+9w==,7072,q0I7HFuY1COR0jbrF5mfSugWclgDcJJwqnmG8e+sbmcd+79uUCp5hrpSm58O0SKd9T0E16qdgrejRf8ZAeIL8h/ElLc=,1
323,Ou1oGdILLuzxFNi6/Gec8JHXCW6snpo5odBm4RzH2bT0GTAjkY7GVbdpQC96aQ==,Itaú Unibanco,0pQ7BBmehJYdRy9EEbXuYM89Zp/RH5mPklubc+gyeSbV0I+X,2tHqYJbYE8k2O28aW1u/SrqdjYGqBn5zc1W2UK6MwI5Z8Q==,6qziiUmXHibWyoecB7ybE8xKSEbUoGCjLYiUvpruswJ2+g==,328,l17om7mvjyKbUa8RVMTwyfJwwYtZkTqvg7wj/d8yFFovIpJTKdDlECETPMjIZShfAHi1nSXQW8HihgQZRFdc41YMVPQ=,0
324,wGVm1gl1uyWfU3CWoR+d3m+aoukdY/ucafp62Wd32qdYZw5/t9C3nlRxAYj4KT+/Mjo=,Itaú Unibanco,/FfY48PnJzGhjwIO0w4qclu32HOeN9bTqzOhuw8duOdE2gm8,6VrOaCU7OOk6llLjpkSRIllWcTmXCF96toaJ47viK76hAA==,7/RLdmn9oNvCAhr0/yAfJ2z0FUGWz9zV42yER/ZMpgAKsQ==,381,kok4SJzWzpTjbaOpJfgY/6BP5foNYbaJSNrVwYL/ra0Hc7hL3kvJMJThr7wWSWFjqUENMgiBpvJPAVT1l9ymLbreCaM=,1
325,xuAF31+Ql0NvHDusOIfdbXyAowbHBpD8eIMIfmrDdJIKxH+oohiMWoIBvWn3qRai,Itaú Unibanco,KAsaQxjEIEyVmLm/KiD2Y9zaACwrUVIccrooOgKVZd2lCiRP,f6o19WBu242f36ZSXuZ0n1dLGjIt7cKqrUeR2zJZg6QHpg==,ZaGYq5HiPjzp/4AeYG7kZSl8a+nMLoKwGwwii6Q0BsTB9g==,836,5JAa51bX1p8UcNKSoAL2ZOtqEZ5vp2BE/imsYan5W9Bwsqbo3FNp1b+mGonUuYqEF+exVfZoAxlwjTlgKbf3mtys8mU=,1
326,/GzH8ybMALUrVeccSDxyumGjDDsMPBGIIBQkJUYqKMKeELGHbtws6f4s7z2Ku/upnA==,Itaú Unibanco,O0EDmecHiwKmr+BrDxSDVDf28wcjXsiJu0sCB7PzNMn62Wy/,WTvfu/fmiAjXIvLQcAZ8qAgAKOX9D5yG2OKtixWl4gwZFQ==,xiGLw5eJqw4O0Q9i12JSFl5Yoi2hd2oRRBndtwb1jF/FOg==,420,gPwxALVEE9JPkqXjfzi+HOiUYtwJE4U5EWZEWM7yiyfQ5rXKms5aq4Z3FNBBsiiIRPsykm/TJdnYPZLPvdFS69jF0bI=,0
327,+nCmJh+PC+ZBFVPJUPTK7nnUn7AFwtyPZHlDQ0Ov3LogUsQwBK8veVxuOyYh2BfRSpnJ,Itaú Unibanco,QvE1rXFqWlODkO5j+A8cngjJn17fXN6emV5TYrCgQ6vADODb,ayakXPU5Z3j2oZfvl+bXAK1DMOhCRN1SEBWk4/AAbc3Tmw==,gUVm775oWWX8p6UYeMuxnPbA1egvup9UJ89CuLa7bgkhyQ==,372,j/X+M7rmgkhYsHNzaUDod2g3sKRLHPqynMFXdbcKKK6Xki+87WpI583e4qX397F79LImyCNxG1UyOR1EFpiVick33nM=,0
328,JOfqJ0psT+595s/VW8/SSRQvnS6d/elUbymCjPjL6DJY8vMR7ZgWh/XuEw==,Itaú Unibanco,wr0YKlvS05BRES70HykwiOnnU+HzJklBmwX9kEn6+aUNpsvw,6alF1zdmCI2LzpR4WtOic6gTLbwK/CiMp0aB5L85CmhF7Q==,ZxssG0v2+w36QQHX2k7fAH5xWK3gHj+HsuyCG5cTCS1RhQ==,010,ie6/pFTgGGQxlxVHSE8roM32F4TLeOGWgsBJsFID3O9FVjaR8pSgwSopQPJHEIsLQOb7WqFq/7Gq+W+GD84jBxuIqaI=,0
329,gqjbTTrr2eV//5KEv0SfM3/OE/PAiqZHoB80Wt0xtmSh3hPgs2cNefCTG3KqyGi/G8jc,Itaú Unibanco,IAQ4a9ZXl9m46PdiuyEewrXdXwmqLB05NNRnG4F4knYqdYlx,Q1diMp1qy3Y+Dfk5ceNeO7hY+UtuROtAM/o0Ix6b04GVRA==,D8VucWJXQDdkS3hweDC8LCbRavs1oR7JeJ132dtZjElE8w==,6264,jdw/dAY4k9jSOy81wtOZ8WPk0upPzE0/bv+CtqwsfcCsdlT2yRvk0+Xf/vsyw3kTkuLjxe0U1AYN2qspOhoqNM63geg=,0
330,3hpUmof+yYPz205zrTBUdByEBVcDKi+zTZjZliZWvt+ewHFAEEZ3S32CViqhzr88I2pch0zH,Itaú Unibanco,Y2bAXyKmGpa6+Q4bgwofwsXfmbgq14yiiHOpRigO6a4n4l+3,mR6tU8NuToeOEse7LTl7IdDfk8mHGrNX2LaiGt7AQKgkow==,FSVWTTytXxsrQGbRv3/jguiKKq0YepdkYAf2t8iyinWj3Q==,3857,d9SrKF4xuo8IHVALQiyld5z4RX2jPOqP3xM9gd7CGzyf5EO0SNvGa8V2ipN3y8xxUNwNYJZCKVIGzC1GhvBO06WtZxY=,0
331,BDY28uRU2I5GWWJ0+tWhDpqtELETTv6uBkteiFihM8D5mYKTQQszScmwSeY1N0c+SfLm8YL57g==,Itaú Unibanco,Cxr1x55+d8lZDaWsjk8Uu4SlgaGTkz+tiosRBqg1ChSh+ll0,p/PgXRcEJOUEghFJ93jR88+0uOlzRgxyKZhCXH3k5n8hFQ==,xg4rwq91YApOP1atdFRD9paEQptDBTffTqfbl8zhr54Zwg==,334,Sw7/ToHjidIOzkHXrYosCOksm6bXp+xN2uI+zITSi3K4pVhAxklF9UIJPdRt3n+6U/HzbkA2N8oJG0tO/nvc0tbe9rc=,1
332,9xbIFXfn/nHsFr2rKR2tUGQtoYNquJ2zdt5Kppn8Zl15qFpYEFUrwn3UL6w7LHkFjvQZ,Itaú Unibanco,ayv6mhjzeHd4G5PKkbKMa1On4ze8vsOsyQR47s5rKTAz8pz4,rmjafHCyUwfqVVfgRxuNLgkImLdxMzmg1naxJNdpiNtofw==,ZpPmNL5BV5tMiaup3xkybASy3XTtjvd2cWHpFXzMzVGpsg==,9178,VeUbfXDPUtUoICh6QsiVeSgRE7K6/DAkrM+exvr51MyZiiiNZAMzHNscOUuMKQIlH1mOrqEs5zb5OUCJjDuJYN7n/Mg=,0
333,y0LkIz8IDyFezNTRl/f3ptICbyTYQIcOhZ4Eca2PeUWRZlCoHxG/4E05krCuET2LVYX3NS6MoA==,Itaú Unibanco,1/l0ShqMy2wQGiTLQi+OYAHsHI8/XxWA3TdAH0PzxSVSxRTs,UkR6htX/WjZJRNcITU3ztjQcp4uzD4N174TL2JruOuAEEw==,59YrWOi9okXSTWPrWPRu5y1tjrHqL7Xr6PDOp96wWFs2Fg==,775,nsUzsU9MYugZeU7NwBpbWSvd9uMCr8rfjsEr6+cl+BWTLL/DpwlE05o/z+HN5ObRUiUba36PmNvzSqqALxzxdApsBsk=,0
334,bs5/DgxLLTJnD6Vwt0c0BAQX+G7wVPcJmp+2y2sY0VH6T7vXg5Gvnhgd4ZExEmeZNjI=,Itaú Unibanco,FQ/inWEsMglh5VHnfdGuPnyZG9QFAKSEgo0M4QTxHZL8A2d8,QopPsbnLpz5bfqO0CLs9eGjKK4nIGt/uZzQqktV7p7+c6g==,wAYiC7e1k0LA1C6vbO2MU8uvQwTzM5eKoWRMiDJKice75A==,456,TI8xQKAcM2uT04fC0+0fChqaS6ISS666PxCXuLNZ3HrfKekKhJ8Z8Iyt191zWXb2FY8mm/eWyx5pOUWrEWSbkU6MrMo=,0
335,ms4IhPFfdcuq59DYbUcSuaoTWbjABvPnfLK5FPogN9Q9s9S+aU/ZzkO5EJFsYswyxWkEYw==,Itaú Unibanco,+Hpum2ea1Y2DgVvtO9u2azl9BZt3pgXrbW7EXg0WEHijOUaf,SPRVTWgwPorso2fBZe9YIZyOiVgdeBRRqXiOYLrNhBlBDQ==,5/QOTmn5RV5z/VdPv9TQARJLxN9levVSZNp9BWxeZDvVYg==,580,g96xBF0oPJ1H8h9YcF1bY3CeTnHUioEziy7UasbuzBwHzhQlUD4sHaqm4BissG5HQpG6yE9Tl1w+0jp/JO7yjd2zwsA=,0
336,SwYvgeRjEUQtStEeNMSfQW0lkclK6vg2KNa0U05/AqYDA7uNnmJD6tnZdVA=,Itaú Unibanco,QpY7o+9yDS0sUJfsrouzHteda+CKNT5Y7EZn+ZpcC09NAB5k,Iivu5wxDKjKLUDe1JieuBIk2StNIaLLwzgKXvE6d1+vAbw==,dNKQ5PTnS/ZS0bJDPXed78wkdhE466Feh78vQBuYI2OBHQ==,876,o+kKfxRvJB2qI+mZLboMX4JLSnDTLKqQ6PMmuV2dZp3P3oV5vrrLrPIEyQPZC2Cpu+5kbz3YGkwiySEnAYm6Uz3w8wI=,0
337,Rq2/xof4i3QOyiYuu89AJ3j8ds5IgbDDp6oWmfl0bEHV91Irbag2pGWodZIZZEQ=,Itaú Unibanco,N02aQj6RGNRqHumw6/g/L3kmDFzCSfNfqHW73RF2rbfLMOuZ,G1+LZZ9JFQhIQqdi6NCOakB457lKNeER+21DhkP+oH0EPw==,kmoedPV3ijr7Bu87njs1eih7YRf0GPBfNZ2nBo8PjH16ww==,600,k+WdNa5FNqkoqYkMbBNWnAmQg50vH2zMbahryMm5GZq8B6LHlfKww9vup/qzgKWkcBu7hcmi3avQK+CKys7lKQP5Xf0=,0
338,ja9zdznvC15Zv9t+O+7teTCAHPQAS5Y/bw+h6vH7HNMsnKxEjFcZWM64BQ==,Itaú Unibanco,Ffuv6V8IbDgtenvmCE49vWw1k9c1zNNZ5vgbOayuTMufNRi2,OdrAFDy3q7pD2YLiy9ifrHiSs5JNZacSejCsMLw34Kr0nQ==,Oj5kYCNqFx08wAYvn83iZPNmNhVY23PSwgyjMqrKdmibxA==,570,TJBuWyrF7+GBWL7QBLO+cxTbW6CaAGXhMOF/GHd1XNw/upLbddZqQXNoGZuxI/gTI/Z+YvL4W9fKGSA9gHc99eqW36g=,1
339,b2CLwl5HpA4Yi6NooenEtyULapYcRr2QMv70o249H5GZyPg8i3fqMdxxjxhO9LN1,Itaú Unibanco,rmdfSgm3OwRlPiRNUTIz9wO2FxIDVOyZcNwF54waJmEPcd02,5/yN0pxMVLIzastEfy/V82TipCaFjQWb3nbz8H0yAUcv8g==,hLHXhSggEbnZwJROY0BsPFXb+CWqp9ywMU9Rx9CH9WJ8jg==,965,hlDQToWOHuyIUxXeQgW0eOOFUP9J8FhaZwlOGo8KAUOXpAm7auhVHM2pJ2VZHpjT4z1HTuN91SJMSx+xbjAJL8JNzEg=,0
340,HOrQL32xf/iHO1tqM72N2ywvstDrPZrrDkvy4mIgqbvZSzxEKyIgRk9fne1JDZ6unA==,Itaú Unibanco,x/AdnSpvumOVAW05Jrk/jM+uNEzQZOhQ9qRksGoOgZFeqoNt,UuxkZNDVNdBmUbw+TvUlJUHJsFWSHwGoXMnuTl+StRcGQQ==,ghHBSV4IawMCC0CrjRyHCuY8kp6KRg28m7dFeeiIUUd6yg==,323,Kk5QDSXiI1VJ7dE6x+aMR9jv2In19j4lfXkVUYdXnQxwVJflImdJNp9LJhCRa8dvWx0d1a9McXAXMEiKvHvj431ORuA=,1
341,+uMhkmErvcgGS9Ksg7m6uB49UyrLjx/v7JT2rDWc8l802SSsFDFUZqXsTduq7XI=,Itaú Unibanco,dJjqKonFYL+mY79Vl98ImM8SnHACcIzELPNWvCAeMFAPKzon,CxCUBEvz+3P20kbkyctpuHLnDdOk9GTq+CSV6CWe7lMiqw==,cQIEReyfTV5Rxl07UAzLQl+3vCRi4VKdszti6L4rlgrb8A==,480,klh20EksJpSsR/UfuDNCzLS6/E2G6BPDb1f1+Z67iWR+YfPTJkGuw1azifI0KIuptUvHK9F+GUlHhEu2iIseWo+d+9U=,0
342,uinh2ONCX9SfMf8nK/q3mlAk45yBzssfWOJao12pJn84MslbYRUT2uz4OMszyeE=,Itaú Unibanco,YhMPYLpYYjN54/1+PdGrlpq9wz5lkhL0hfsqJz0a5qF4Tvb6,kDe931ZJV0NkZle5ScO6+y+QQ1Z0Vg+Uwnxi2U7EZe5v7g==,DWWmZSpq3OOzkHyfA+/gYvhrxVoBTKhjlJl8ykyOTjk+fQ==,355,Bgp4z2PzE9IaflgkF8L3s1QsrS8XQTIW/dAioOt8x1jPEvAJXbxkHo+xRiL/CUBmKPmih+rtZz2HLre0nEmZBKmN6co=,0
343,hX3/ZwM2Avc63rNpkeY2IMG7HF5i22DP69QhQbMkI97qbBzjZUlqtLrjao6dchS9,Itaú Unibanco,JyoOYuXo0svPJzdi9gWkRGuN207/TB9qQwvNnytw9EjFq2Cs,8yqz3ebbnE0bC3K5bQ1qyAxSJk2FF3U0ltuS61ytjg570Q==,35KHHBDfnRvU8V7LlS10/L27H/QlYRPEhpyM25A7DIdCFQ==,465,/xCw1Nd3oJtEVFqx5uBczVupkgV0YqYfnPk9Rq6GC0w9pvKJswVk7q/K+tCyBgiVdjJ5RRzDJkmZpoWmrHNyzMVIAIk=,1
344,OyIyohcuf6WagE2IlJiKcU4aLWuO+KJ5GWDBjazAH+2XRQp1MnUBd+jQs9ClNRtXFdor/Q==,Itaú Unibanco,n4OyUEJgKS1yNQ4XgbNPk/xOvg0GOkmRgrrQhNujFp/N5rzk,zhNT3tPbGVrgBIkRFzRNvjC2wphEf48XFiIugr+GwUHVLg==,E4kTFvydKk8qovEHQt5G5W9S91t7anAxasFCkb0ZcBloqg==,800,khTcSWubbrDRFZf1Ff32HPtImpufdkT1tBeSuYGjds77POWbtIErDMzykw5uMrEbg/H8a0/1MDOD0xYhTmsc6335RgI=,1
345,MARxgV1py/XMGV1saf8OMaR5qEd4jZF6fJ7DmhNMjtUGyqZjCKtqQJJQiWB2rlgK8/NIcQ==,Itaú Unibanco,sVU8YkWcBOWBMqWM46ZSvKfhtZNeSBxRLqPaEI+7RLKTSAUz,NdksoCoNPNeQzMbeOV9xRUG9CIO6t56hdErsdNTwHO8ekg==,nKApNrAeBuLimUbRFv1hBDg6k1/8fv8S4SA9KUweE4vNmw==,591,7wPSV4SCSqZKuseqWYh3oWD2sDIItmqdSHYxLws+sock4aX9LZJq4TOWVCqsf9XAOvi5Gtxy8HnadYTxuzeCPQEBvEA=,1
346,CTfztlNyrNn3WlkBoCI5QjamSQVjiI8x71eUzJpIO+K33gDjwDU659FUrz7ZE/zR9Q==,Itaú Unibanco,P8BvXFu0z4ZGd/fcLU1IDXUCMIshwdkD4ZpULqH3PYwI1unP,4cpuip48ll+wTCm+hejPj2w717s/nOLx6EgsQC0pWF8VQA==,bsRVnes9P4uEhLEQUnKjWC0cINU1SPEHmhZH5IDomcJ/AA==,352,cB0/Gr68hVQdMIkAX00DypJ8Akq++/OXM7JNy5VKWklj5H4sderh++1PuV5jMPBdIhnHim6oC76Pr53uIIzLHRJFw0E=,1
347,W54Ppmw+JI9KYGxcGgQElqx4aejQJDvpc8dSbTx9+FNYSdchbXDq3p5jCOQphQ==,Itaú Unibanco,Qctq/ulha+CluIoPlbXkYoMe+9vPy7iXVWx2SunyamK6qPIt,eq3tbQL698tXgSH4WXTe/1f7vQN8gtzQlT4ZaDBx6ZSrvg==,ukB3CQCfnA9rDwdFpjKG4i0eET7aZEiPXfNfoYOzrQbhlQ==,430,gAIZ48iItZp9VzvTZ+Kz3Sr2NE3QKGct/JJMC5u/wjYUBx3OrjdQs/hr3eOBJ/LPviCsM8q03+rGvQgCTL/ZRq1ovM4=,0
348,2xbM5/6At72MCNVpg1JbsP4beP2c9lFxVbSLfrmllUXyWTByV1XnNksfVEaYvNw9,Itaú Unibanco,nCuWByLFrhZGa+gRU8AAQdFGQJUN0rJIhH7jQMx7kjALjwEo,YPrZfCJxmay2Zoj3yxMie/o41Z320iFk5iujmRI0OgOWuA==,ynTuWrqqPuW8oOmdkTtopH3GzlIQlO1kAEghgxbsAaO80g==,258,n+u8ZlDk5YO4uptAmPpW1/2mpqCjjQ1+D25ORCLL995RG1V058VCD0j6XflCIA8ljArDcqO8jLYbwQD5cuGxp/mG4lw=,0
349,HcFmXgj7gn4gCE4KCfKd6KtAJU6W7Qb8X/IzMtca5IwQJJISA8b7GMzs/kLHnt8i,Itaú Unibanco,bx+4T/6ZbUdpWnFWXh9PsaTid+Hwh97uV9RJMp8NLqfOvS2G,XzLcGhCGUBWzxtkqiQJ/oyXXFSM/DdxmkR99Wa5lYHyynw==,L/EOtn+EaZClcE9QWfyoEqCAvYu9avbW6a971GPWgVKdkA==,340,+bcuA0SGqoQUaW4d+vzuV0QWGd1FFDmEEwdpoBkEvldVpjF/qyl2iRFY2xn23/2MmLXNkGsNNxIznvB/H/fT1Fy6MUc=,1
350,O1IDFMPUY3LgoqaEw8/Dixv2yJuQtWUpOVivOlgnshzcmJpLj570fBhm15KSH9Y=,Itaú Unibanco,h7OFwRs51kV25ozFBtBrSaFzhCzwc3nI6Ne6sb864CyvfSzt,Cakznji+6P+E+OJv9uJC4YXzb2MDeV5z73ktzQjLrE44+g==,TR55JkZfI9RvIlNw0x8+rj/EryQvVHgGdmy7am3PLr6RGw==,779,wCkKrawALVX9eEVpZJH+7rdlw5kIZPZBrKk1dPXn/jLrLpNt3dUS18Cq7Gcl4VJ1r25KOFRHu8BQLxVvoh7T4HuNey4=,0
351,kYKyUZthKFXdu5hvm+M8GPyrk+GqY9VCsxSFC12ikO0TEhLHmj9VGA1iW6v+,Itaú Unibanco,tHQR13EAec5KTuEYwDXieCcpM5fjeVKK1LOgn5dAyZ+n0kF2,kr3+tMU9VOHjdaIq7PoK3DFtpRsYZVm3+Igt9Iox6MTKmQ==,MA/BZSiM7JOeU0O/FUm0CL4rN5q5RiXcAyYJgS3+zm66VA==,571,tQoRxeidStvaTNdcmLwQ5eIMnqaQyEVYn2qN5SIQzQ7Y7vKWXwJ5V0uEVuvjemwxzqp2HFXM+ZkzJfb0eN/IMRs4ykc=,0
352,uodjglILRe1Uf8c0sGdLWRwTmEv+nXcBu0xbfc6jXLDA6V/nRbLGPXcsDqruUZYNStV+,Itaú Unibanco,WzJBeeb9W/eN2NFNfF5/OaaGK+pnQCFIxJRaZBzWNHr9ACSc,mizLp0ui1IO+jnXuel/5kMfZJGH7tRXKovbV74hzj9x4rA==,eYE7+0iNkEdQIviuDpAqyIBG0AxOUbW5mkY89sTIcsqIuQ==,144,q500qPIMQ7H3etU/gBZ7GAaAuBOeI6MBmgQFl+6XiY0dgUrBoI4ZhYHF4idjZIMCpAW1YER8fKJNK+zXON5yxi3T9X4=,1
