id,nome_completo,email,senha_hash,tipo,telefone_formatado,ultimo_login,status_usuario
1145,Lívia Araújo,pramos@example.net,A87J/B/Lg7txdPkpZQV1W1K1lxj0ybQrtUT/iAOH6urLosKqSPIc67A7,Freelancer,+55 (071) 0069-2053,2025-03-25 02:38:01,ativo
1146,Luiza Pires,pedro-miguelramos@example.com,kwgY1XDJI9xxzj3XlPl7++Z4v2wU6HiztIGQRJ5CtOzB6/F8+znC0g5E,Cliente,+55 (071) 5251-8553,2025-02-24 02:15:36,ativo
1147,Isabel Rocha,fsiqueira@example.net,QSFYCGFCDu97QMLCEFBCjANPs2jp/EHXI2IIH/gU+u6Z7jEjLUJXaA7I,Cliente,(084) 1600-4955,2025-01-20 07:53:25,ativo
1148,Dr. Benicio da Cunha,joao80@example.org,D1SvfZZgRG6PDUR3fpWFW3+ol+mVx2eA6ms1+DnUYwSGedgoFDX/pRgz,Cliente,+55 71 8184-9779,2025-04-01 12:26:54,ativo
1149,Heloísa Sales,borgesluiz-miguel@example.org,1X5W6AYIsWbreeOtIBJ4D25GnfBr3EJ48LgB8Cuwn2FSiMlfczApIrXa,Administrador,+55 (031) 9907-9181,,ativo
1150,Dr. Caio da Costa,rochamaria-julia@example.org,bAoWEUixpkWqLrbYtkSc8YLe6NSSgQVc8+uaFpaoJrNn7No2AiWM7DPD,Cliente,+55 11 2744 7113,2025-01-25 20:54:49,Excluído
1151,Dra. Eloá Pereira,lfarias@example.net,2xEMJc+w3XVdKUlyIcEe1dVAbXkd0qDINhYWHpnmZPfmTduaHU6yr1qc,Freelancer,84 4683 4296,2025-04-23 08:35:04,Excluído
1152,João Lucas Leão,luan53@example.com,aajX2E6FoMoLFYlYdpN3McdShRddHZ4qqnn7GxVs1FVg0BXI6Kzap51J,Freelancer,+55 61 4252 0983,2025-03-05 16:20:51,ativo
1153,Beatriz Pires,bellada-cunha@example.com,1M/+/phTQWrtrSBJ1Hz7sDclPa2055Lv7PWUZgqRFmwk4vrXSrN/9dKx,Cliente,21 8715 1974,2025-03-10 11:07:57,ativo
1154,Emanuelly Martins,lucaspereira@example.net,kM8Ajble/3RL+eb1jnw819jD8/u3g/X4gymh9ii9iUsq4D4I+x/tR0gt,Freelancer,+55 (084) 8639-9501,2025-03-13 16:01:12,Banido
1155,João Guilherme Cassiano,mariana55@example.org,85BEzAI0dfqzzcy6CFWw9fbRvBvmwkmtgeAeBFlkeppKWSG7HtHe0FBi,Suporte,(084) 8834 0041,2025-04-27 06:50:27,ativo
1156,Vitor Hugo Andrade,xpastor@example.com,jwkNYquMIixZmPlu+cf7h+wZEHkYqahy6NM2nbQ2gaiuPyEZ33EudhDE,Cliente,+55 (081) 0075 2345,,ativo
1157,Davi Lucas Montenegro,ana-sophiaandrade@example.com,bUZWzcWh1kReQc5dlatFTVVf3ZmYKaZYBKyumBK/6mLcpz0BDX3l/zZw,Freelancer,31 8038-5112,2025-01-24 22:36:57,ativo
1158,Bárbara Dias,costelabella@example.org,iIbm7p5lFkFSQ5FOtAwmcBisUC+rn8sbqR/3Ee/dWVwIRASB1yRgWrM0,Administrador,(011) 2160 6617,2025-02-07 21:26:51,ativo
1159,Luiz Gustavo Melo,saraoliveira@example.net,ICQPlTzXqjbF9TGsyKH34vB0z3ba7qC15rSsh+LtUd6Jm6jRNsR5j1bO,Freelancer,(011) 2319 8742,2025-04-27 21:56:37,Banido
1160,Vitória Carvalho,jesusjuan@example.org,mf0gQlCxnIngh+ZhJWg6me72hegKY0qDyzqCAy0v3sOlacYq+nIa+Zxk,Cliente,+55 61 2793-9594,,ativo
1161,Juliana Gonçalves,albuquerquevinicius@example.org,++boBr2j/aRlu77HgRnPnpYhi9ssokloC6jD1hHe4nZifgNKrVsTUiQB,Administrador,+55 (041) 3909 8271,2025-02-02 07:24:10,ativo
1162,Francisco Fernandes,nunesdavi-lucas@example.com,RcPZPCYFY7Uu96xBo4J7YZ6hhiKGXw+eTQZKjDeFtjYYsiakVIwTwh7n,Cliente,0900 646 8099,2025-01-20 13:15:48,Excluído
1163,Gael Henrique Azevedo,gomescecilia@example.org,+ZG+JBCBqQo8QvP/sisyAG0HZwGEUB0XTqZDFpZqMQtGyTJ90mYkVuGR,Freelancer,81 9569 8017,2025-03-04 02:24:47,ativo
1164,Dra. Giovanna Marques,eloaferreira@example.net,KAzKH7nL8DvOQlsJXg+Jk5gu5v2HPP+daKgINtYXT6VTVsTJP9lJyKkK,Cliente,+55 (021) 3356 0819,2025-02-04 22:51:33,ativo
1165,Sr. João Vitor da Mota,mouraemanuelly@example.org,k/CD9CPnmHj6CMziy7uQO5ZBlf25D8qNZGj44BVATWmpEaxMtQAzdPY3,Cliente,(084) 4203 6932,2025-02-22 22:13:58,Excluído
1166,Lavínia Silva,ana-carolinafarias@example.org,vTuLHHA9n67EYd4ariEi4yo4tENP+qT0JoyhyG6ZndftEeJoFxYrbNbK,Administrador,(061) 3263 4248,2025-02-13 05:20:17,ativo
1167,Diego Sales,caleb09@example.net,k7MZ+q+Sdg+WKHbAChrduPeTFtwzpALaYAU1C2cOGepSIDx9abn2399x,Cliente,81 4576-5076,2025-01-31 13:10:37,ativo
1168,Clarice Marques,hmachado@example.com,wfwzQP578Lr8wk6JeNeJlMhyN3HH4a/f1mpXxC65zCVU8zJ4AwBh97Ek,Cliente,(081) 0471 5941,,ativo
1169,Ana Cecília Ferreira,pietro37@example.net,6M6AyrSGeVSYcECCyiWbUqmihUOmJswJNfOviisTfq98GKI4wDZ5l7jt,Freelancer,+55 (081) 2662 3790,2025-04-09 04:41:45,ativo
1170,Davi Albuquerque,alexandre87@example.org,Nl+P71NtMdzaONylsl9IhCfXYOhnavuUdeAPWv5rcH9VLj7UU4uahZfi,Administrador,+55 (071) 7557-0514,2025-03-16 04:18:56,ativo
1171,Thiago Cunha,vitor-hugobarbosa@example.net,YyVfnyOupoC1lANr6qgKZNeHsuMTdLfL1GsjnIx3C6cKRJgO7kX1iPrQ,Suporte,0300 190 1601,2025-02-26 10:01:23,Excluído
1172,Sara Costela,vramos@example.org,NBI5hBCg+PX9ZoeGeSaH0Em8N7l+BoZnM/HL/M4/lgcJwbiK317omM1n,Cliente,(084) 4797-1002,2025-03-24 14:48:30,ativo
1173,Srta. Stella Rocha,joaovasconcelos@example.net,2mJHfWerf9UYbwMaCIk1I41WoyOAL5a1kk/djXYHwaXy1C4e1i8PI7/G,Freelancer,(081) 0145 6521,2025-04-07 10:36:40,ativo
1174,Ana Vitória Porto,dmoraes@example.org,ioDYucO8WmX6+24sQgS9pwwgU4H/fz3JPnWvq1rQg5000xrufkR/U733,Suporte,+55 71 7827-0070,2025-03-23 02:30:31,ativo
1175,Matteo Barros,isabel78@example.com,vbTbEphRMIO9owEvTjPN57eSpxRsWaWsGIspNl1rPeWuvpsHyU9EA8az,Suporte,+55 41 4481 9195,2025-04-01 02:11:16,Excluído
1176,Ayla Guerra,caldeiracaio@example.com,CQC/YMUWUId1TvnsAllkzhExp1SZW7okG8J6a4YnulhBdMFB40ahJjlg,Freelancer,84 7284 7205,2025-04-18 17:53:45,ativo
1177,Thomas Vargas,arthur-gabriel13@example.com,CHAf1IMvfWJDeyjVxibuA38eq3dhjYAPZ5jNkO1su5MrfjZYfCm/rqJ1,Freelancer,(011) 8540 0054,,Excluído
1178,Sra. Anna Liz Costela,pimentaalicia@example.org,Nmu4E+PAUCJQIa+GOb4YWnNfx2lonxc9ixUlvVK5uSgZ18sm6AmUaJdP,Cliente,+55 11 9429 7156,2025-01-04 13:22:31,ativo
1179,Dra. Maria Eduarda Lima,luna45@example.org,ArWXjrOM2O1qCabBaKdeCrLqg4ibxJwTiwMrdN2So3qj3uSU4x0cvCZO,Suporte,(084) 8188-5765,2025-02-07 16:20:16,ativo
1180,Samuel Garcia,bianca37@example.org,nayj+dIaR9wnEuNlGdmLzJdAqD8L1XZMMGO5Lry1CUcNZ2RCnB+MFCPD,Freelancer,+55 (041) 4913 5433,2025-01-03 01:37:08,ativo
1181,Apollo da Paz,anthony-gabrielabreu@example.org,7rfMYaoReHyZoiZ8RNHrrmCYmFYlxryZW4v62nrLVZIHOILJAjhyJSoc,Administrador,(061) 8600-4015,2025-01-14 11:23:31,ativo
1182,Maria Vitória Aparecida,xmoura@example.org,sKSKmt74g6YXae/UjhUVlTBWMCIExCk5ySjdWmqwJApQ/dcvFvr0GX9v,Freelancer,+55 (081) 4580-7184,2025-02-24 15:25:51,ativo
1183,Maria Laura da Costa,eda-cunha@example.com,54HYGCxCvmTHmi0utRpEVYPaCqKudGQuh8mCVHVGmy3PlstitZtNvJEw,Suporte,+55 (051) 2908-1115,2025-01-06 18:27:36,ativo
1184,Vicente Rocha,bribeiro@example.net,BTxnutlMbxjmfkTunMZOYA7xsB8QP16hgTzWGieznAjm5MQ1x/hCSKNU,Cliente,0300 398 6920,,ativo
1185,Lavínia Campos,camposmatteo@example.org,TD01vJIRf6GljyypS51D06U/CBwE/pDhqxNFsOYJn+gPFTFeGu6TL/KX,Freelancer,84 6491 8950,2025-02-16 05:38:29,Banido
1186,Asafe Moraes,luiz-miguelcirino@example.com,ifTVZQpZ1umSWZC8oizLv7VyLX1xbMD2cc9bsKBCKSpew8y13SJXpv0e,Freelancer,+55 84 5146 0814,2025-04-03 12:33:03,ativo
1187,Enzo Montenegro,ipeixoto@example.org,ehzdpDN9NUQ5KHOcLhf5GsQmfUUOSgBk4QkjPfRghvqWQZNzUz1IuKUa,Freelancer,+55 11 1709 4638,,ativo
1188,Maria Helena Fernandes,gael-henrique40@example.net,4EWOyoc0PimyrfM70K6KNyTrQYhEQ1MJ27YUsxqU2gobzfrKKyEBmfYH,Cliente,+55 11 6721-9660,2025-02-21 13:29:35,ativo
1189,Pedro Lucas Costa,stephany67@example.net,8mgwRdq/EgMdfY+AHPGSfctdb1YjtOn3RQ2lDapioxLypjKUFSLq/YJp,Cliente,81 5575 8557,2025-01-05 21:50:57,Banido
1190,Alícia Silveira,agatha99@example.com,1Hj0qmU+bfRYVfWW9Qb8F6vaRatEwHPtxw2jHvpx9W9jGbKDiDu0NU33,Cliente,(021) 8664 6396,2025-03-17 07:20:29,ativo
1191,Valentina da Conceição,camila47@example.com,Pw6ucgoiTw34bfqCjcyB5ZZ4YniCU6jim8J4wT4OswrnZ8fMKgyrufSG,Cliente,(031) 8782 0766,2025-01-31 07:32:03,ativo
1192,Maria Luísa Sousa,ucamara@example.org,KOHqNICst4987TN/Qcrff4cBC44I2g8ZHTMP/EXmytUDpUZG4sY2Dz+q,Freelancer,(081) 2258 9205,2025-03-28 10:50:07,Banido
1193,Srta. Ana Beatriz Costa,nbarbosa@example.net,EOlefxONAHDNoU+2Y42yVtgSfpAOgvDPGAICt44OTNu4EfKi1i7hSSeo,Freelancer,0800-293-7472,,Banido
1194,Sabrina Farias,cecilialopes@example.org,dk90CTzpmXpJdJB1O8r/RdhKgkSSiVw2MMaPuyjs/UCPV1cxd6Wm4xB3,Cliente,+55 (071) 5411-0030,2025-02-01 02:28:43,Banido
1195,Matheus Pastor,levi33@example.com,41iO35K1HYLHp1lz/idZav6maMwdktul9OUNHY520ms7oYkZaWPUgHDi,Freelancer,+55 84 4064 2862,2025-03-23 03:22:31,ativo
1196,João Lucas Cardoso,maria-luizapimenta@example.org,GJwLpHFp6W0MPh0sdUdWvbL8S+9HTa9u3KaNgxOsLfpxViFjlcFzDIZm,Freelancer,+55 (021) 6944-9085,2025-01-13 07:57:34,ativo
1197,José Miguel Vieira,kevin52@example.org,Q9yMygb8LU2D2I0kCqjrbn1CKwWDVOfkRGeKqsABfFteVyZgSlB0lJzc,Freelancer,(041) 6185 9300,2025-01-08 16:55:04,ativo
1198,Sra. Mariana Monteiro,calebcamargo@example.org,sNeU72yUP0QoMoNeqo1CGVTzW3NMsICC0Zrt7Y8eS6Pk5fmRdmAhhqUb,Administrador,+55 (041) 4759-6784,2025-01-04 06:52:58,ativo
1199,Kamilly Macedo,melobenjamin@example.com,gYqb0YBKI305V53rkO3RhApdA1Lqn2Iz0b9UC+pdFfi+twC80VOZQx2+,Cliente,0300-019-6722,2025-03-18 04:03:01,ativo
1200,Sabrina Melo,lara60@example.com,eG56HB2jYgXk7rnbtSpKkDvQmNJt7YZvzCGWrDktTqeuunbaNcUy4f4a,Administrador,+55 (084) 5129-2270,2025-04-16 05:31:29,ativo
1201,Dr. Davi Luiz Viana,jnogueira@example.org,N/vi5LXTrWqz1hkiml2DSIoUrXX5n8pCbc+48f7amNoS8BNEHUBIJKQZ,Suporte,0500 829 4311,2025-05-01 18:07:42,ativo
1202,Clara Moraes,jose65@example.net,GGXt8Py5VKuYf5odifWF7rZt7+rvF3TQBlNCB3m3ZWcPuFWWpDha73t1,Cliente,0800-834-6008,2025-01-31 22:37:23,Excluído
1203,Maria Cecília Souza,cirinoravi@example.net,cQxdMAn1lSnr2Tv//W09Eg/jUbiciRIOqinRtEkO3xtVwWNGMkeHISE9,Suporte,+55 84 4853-7391,2025-03-25 11:56:21,ativo
1204,Antônio Brito,isaacmachado@example.org,a5iDItAOVrK9zkO2Rp7BRm9AJQ2vpNJQFV+jHyfxglhi2yJGgUYAh6GU,Cliente,21 5219 2074,2025-03-19 23:32:46,Banido
1205,Emanuella Câmara,erickvasconcelos@example.com,caQHlF5AZx++HgCY+M53cbPU+zMXR5eWWpEEp/8bdIGZzpvB7ZQrvdRx,Cliente,+55 (084) 4153-5649,2025-04-02 02:06:22,Excluído
1206,Henry Gabriel Rocha,jvargas@example.org,cQln9zRIlg3t6EcS26/OQWqG8JEj2PF6kDpskGU3w21XR+DDYa3niueR,Freelancer,61 4133-4956,2025-01-11 02:35:32,ativo
1207,Anna Liz da Mata,ester30@example.net,n1FiFP9J+STSPVB+qwD5OAaMvMBj67O4NGH4rYmWXkzmdaVz7hqQSgY1,Cliente,51 2608 6418,2025-02-16 07:43:12,ativo
1208,Laís Abreu,peixotoheloisa@example.net,kG4WDCrkjYCh9v2g1iiRDtAqg+ivWAR00Sa/IJ5aLiDK/KHV5gdwTBuq,Cliente,0300 278 1704,2025-01-26 16:16:57,ativo
1209,Sr. Joaquim Vasconcelos,da-cunhacecilia@example.net,cC7NaHjwAcyKyFmfgK4vJlcMqMzXpS136sgYhEi0c/fSo62lxzUOmuPN,Freelancer,71 8987 1965,2025-01-03 00:50:03,ativo
1210,José Miguel Borges,fogacadaniel@example.net,cvsEKvBD43kG5s8KkWcLhmBJSO/cCdsFuhgPRuLxZIsvkPmIwuUfUx/j,Cliente,+55 61 4619 1833,,Excluído
1211,Laura Oliveira,cirinoleonardo@example.org,udvkN6LvhnR7vktc7feV+4l5SeQ5OqQsxZRt1pYuk+zr3iXBRW05WnJ9,Administrador,(031) 6062-3251,2025-03-09 10:43:11,Excluído
1212,Valentina da Rocha,estherda-conceicao@example.com,lp/AdzPBjrA80vd69a+RF60kKbm75oKm4af2z3ULZdv87+JNwMa4cIRy,Administrador,+55 (011) 8953-9118,2025-04-16 14:04:45,ativo
1213,Heloísa Santos,brendacassiano@example.com,Kq9WxiR8Yrzp9zfI9mSmpmq1x9FGYZ747Z586szf6wx7pJMM09YmZlLr,Cliente,(071) 2811-9283,2025-03-26 22:18:04,ativo
1214,Srta. Helena Vasconcelos,ninafonseca@example.com,DWG86HE2+PFyKOvQQ5Fh35qc7vHo8c9GZEZdrzqyjVvrrEZ8vUakfgcv,Cliente,+55 (081) 7636-5366,,ativo
1215,Sr. Valentim Azevedo,lopesluiza@example.com,RKsrup3G3lkC7/g2B0dl7NfToA72vKZOtOQqfBd/QI5BKHLjv0MzFJyF,Cliente,+55 (011) 1198 2591,2025-02-08 06:49:05,Banido
1216,Maysa Aragão,das-nevesjoao@example.com,Fs/N/MWiM0Qjsg7qoXwcv0xWLUvYw5RQN5pis4lk2RIlkJZJm3mf9mIo,Cliente,0900-510-7947,2025-01-25 05:09:13,ativo
1217,Júlia Peixoto,danilo54@example.org,n+FIIYYT6hg4eBfsdU/+I6tyRUjc9AJeCzDPdgx7bzXFVoixZSgT4zXt,Cliente,0900 387 9392,2025-02-27 04:34:59,Banido
1218,Lara Cavalcante,mirella43@example.net,Vt5gO6nE1oVzvtdLq1WGKmdB8iDngC8sGjptxq5JcQ/CiUltiXMhMSC1,Freelancer,(081) 7550-1215,2025-01-12 21:14:22,Excluído
1219,Aurora Borges,rezendevalentina@example.com,a6qei3IGe8sytYPqZtSoUEmB5GXct6dSZ08RvKBgWxTBBTEM3/F4J2xQ,Cliente,21 0859 3243,,ativo
1220,Rael Teixeira,matheusjesus@example.org,s9m1Fo9vGvCm9J9M7nWAqlypcryjrGx7d5Ajyilxu+5Qgvhc+wKvjI6O,Cliente,(051) 4871 4771,,Excluído
1221,Clara Sá,joaquim79@example.com,vZWWvWWsBODcMJ8rdHsRsoBY7oVfhLG9OSQo0OkJJfKHGanqs+s90HBa,Cliente,+55 (051) 7142-5799,2025-03-18 23:14:24,Banido
1222,Isis Ramos,ksiqueira@example.org,ol0YRAlX+Z2wRH5LODC5q7d72k1YYPA3qmeyHam91MqpBd5VC7bR/oMn,Cliente,(031) 3955 9811,2025-02-04 09:56:07,ativo
1223,Mariana Borges,henry-gabrielduarte@example.com,nmneDWr71UsiQDOG/E5mebvdXWsZLEAP7A1fFruWQbdvNrxAtzuhiNHw,Freelancer,(084) 0015-2454,2025-02-14 22:40:13,Excluído
1224,João Lucas Porto,lunnaduarte@example.com,8F1gLbgnRwS+qdHUNjosXq+xfSBWk1vR2dbpaWVoLNN2vukgncpkW7G0,Suporte,51 8681 1535,2025-03-06 03:19:01,ativo
1225,Luna Cirino,fda-mata@example.org,YUCOM2gJK8JPSPjvLTL6auq6yisDpT+WWdDjOyXvRf+OJpJdQfUkgMwu,Freelancer,0900-073-3902,2025-04-20 21:34:50,Excluído
1226,Igor Vasconcelos,smendonca@example.com,Dsr4u5xKdX1Jp2ogyHEDgsUOXnZB9gvErT7sOXOEDwr784k19Qd133k7,Administrador,51 7905 6715,2025-02-26 10:46:40,ativo
1227,Paulo da Costa,olivia83@example.org,uF/gv+nxbf7AOHfLBFemUJe4dn3W7lo70UNkXQBpkS2cJ6IojSxpCbAw,Cliente,0900-094-9125,2025-01-22 10:40:40,Banido
1228,Isabel Fogaça,ravysantos@example.com,oydzKv5b3p4soBRIJkLrmYdGRNXMwltFimxWPyHXKAbO1raKwYsDu1M7,Freelancer,+55 41 8221 7046,,ativo
1229,Anthony Gabriel Albuquerque,qnovaes@example.net,UW5zfV4uuAJ24q9kEx2VNVelxCL0qzsito7IEMKs/txpeW45ypxERQiO,Freelancer,61 3353-3692,2025-02-05 03:29:33,ativo
1230,Luara Andrade,ana-juliaaraujo@example.com,iHbTaFkZiplvbuyttpYq5tEoYjAQa68qaLSfMoC1jvgKQ1QSoQ5smnm/,Freelancer,(011) 1363-3669,2025-01-11 10:47:01,ativo
1231,Isabelly Andrade,theo81@example.com,X2CJNmR6UIBFciSi9cW+IGzBnBtpvSl5h1U/bDE7E/t7zae+ij5EAoys,Cliente,(031) 4659 5121,2025-01-15 06:10:48,ativo
1232,Sr. Mathias Novais,teixeiracaio@example.org,P8+TUy87KnR5vio4OjGhIdHy/SGV9YPyWSE3g7WkVX1YAL/Zx9CA6ZDz,Freelancer,(041) 1476 5384,2025-03-16 07:03:28,ativo
1233,Bryan Novais,erickcosta@example.org,H489s9SUFVocRwx5upLUzODHkuGm+vvYSGndEfszfLFDAq4bYQkdQymq,Cliente,(061) 7895-7253,2025-01-20 14:05:55,ativo
1234,Liam Teixeira,pbrito@example.com,2rqH6q8IxA650GfKSWRQfmxfVIDbG0jrIsFMG/CvmvbHAhQR5R5ffshO,Cliente,(011) 1186-5319,,ativo
1235,Luan Peixoto,kgoncalves@example.org,RX1sKx5eJVnVfbL3Jp/2ziPOUOiT2kFvrZxjTxlQos8H23REJjudZSaT,Cliente,+55 (061) 0727-4928,2025-01-21 21:52:38,ativo
1236,Sra. Emanuella Almeida,yuri95@example.net,x4IMJtTWpio/M67ZKqjzfBoJIr22KZ1GHqxJDav4FXCZGiMlq0uEqmId,Cliente,+55 (084) 0736 1610,2025-01-28 00:25:50,ativo
1237,Benicio Rezende,leandro19@example.org,3UXsXfT97BX1uCKYm6roqBm0uMRaikSHiyqFnbL9WhWhnyALfzqYtl0H,Cliente,+55 (021) 0915 9097,2025-04-13 19:06:06,ativo
1238,Rafaela Novais,gramos@example.com,bxWV5gDFTu1jFoGIZXinfqdrdtSo1kR5hesDO7d2sNeckx4bJWRRmnuY,Freelancer,+55 (071) 5036 0618,2025-01-19 04:32:08,Banido
1239,Maitê Farias,dalmeida@example.net,8DLKuLO22XH2dgOS/wVW27Axt82GJ2OPJRKws557CVcH3BAL6Hc+og+e,Cliente,+55 (011) 4576-2268,2025-03-17 21:35:49,ativo
1240,Luiz Henrique da Costa,diasjulia@example.org,NSsxrozkK6aW2zyn5y1k/Rcwhooyqt2Z7/6ePmOgOQkiVN8YvUzMVnLv,Suporte,0900 174 7124,2025-04-22 11:54:42,ativo
1241,Maria Sophia Sá,araujolarissa@example.org,gDb9V/bhtqEDnS6YrtENJrmrapYshIYj3WOPDJHQ6+nCTeUeSqiJWCk1,Freelancer,51 5322 8546,2025-02-27 09:26:25,ativo
1242,Dr. Matteo Fogaça,sabryan@example.com,2PA/xNmHESq88H1B6lFwMm1OB45D57LLlJHhpWoCLmoAkV50ROlEuWYL,Cliente,+55 11 0973 3824,2025-03-27 12:31:53,Banido
1243,Ana Sophia Fonseca,abreumaria-sophia@example.org,Jbwk0gnVHk1mOrvwBbY9j/BHkP2EtA9ehBTYgFkAimTm+jxiFjFtiVzp,Freelancer,51 8272 2423,,Banido
1244,Júlia da Rocha,andradeemanuelly@example.com,5ISWCVDksLISRWcHJML3ne4Q+tEQyH0lLoTz+cNLc1f8Oi7magQwQ2sS,Cliente,+55 (021) 1350 4874,2025-03-21 22:05:53,ativo
1245,Isadora da Paz,jcavalcante@example.net,cqVZLizlm26p+Kb5MhLHngBO+6Qyr2BaNWK2vgGbFRQZ69tPyP2ONPKW,Freelancer,61 6161-0274,2025-03-25 04:20:50,ativo
1246,Isabelly Almeida,vitor-hugo66@example.org,ffNBCOF8Kymr8oVkOLYw/63T2G8oQNG/9+tcvuXSFLZVGHaUOfRXKYdF,Freelancer,+55 21 4593-7723,,Excluído
1247,Diego Oliveira,garciamaria-clara@example.org,WSKJ+fA6ERQIMJ1ku7GSmc6f1ugg401M096bV++8FWxd+6t6TCkZvO4d,Cliente,+55 (084) 1109-5435,2025-01-28 19:26:24,ativo
1248,João Vitor Silveira,garciaisis@example.org,zBYZqpm/9pMy/yXIuIrk508v9kBuoSmUn4YDk0V6SVuVGz59bx2287VW,Freelancer,(031) 3033 5727,,ativo
1249,Sr. Renan Azevedo,alexia78@example.com,66tEUzl/mofUlkZ6HbxW1CcPiBgeYO5L0h2Vgx1fwKA2cZUB+AFtsZl0,Suporte,+55 (051) 2868-5516,,Excluído
1250,Maria Fernanda Marques,pietrocavalcante@example.net,YRgZnDb1AXEpR5DKhq/THut2YZX3H/8VooFS7TYDBvM2cFU/gEHqO022,Administrador,0500 764 5510,2025-02-26 19:02:52,ativo
1251,Dra. Luna Guerra,apollo26@example.com,nCMPx4RzDBY8zSZrmEwVbiNVPbdtn4Y3fZXtrkqUpAfiZ/XA4TAzQWOu,Freelancer,11 9281 1475,,ativo
1252,Calebe Ribeiro,vianaesther@example.com,q0Z6BlO0aCLdIwymj73ndRP2zElsgA1Vr55WiulYRtNq8WtSQFhuIpk7,Cliente,(051) 6166 3200,2025-04-16 19:43:05,ativo
1253,Manuella Caldeira,bsa@example.org,05W9B3+8xlDeBr+6ur79gb+oiF56RTwDFIuhKRzLOoa4O0LbcypGZXYQ,Cliente,61 6194 7602,,Excluído
1254,Ana Carolina Nogueira,guilhermemontenegro@example.org,zuJbz1yIkaW52vDLapTEz3KjeNsCE+mPfO1uLb5lbufOyLj/P5IVG6gj,Cliente,+55 (011) 2745-8990,2025-04-12 13:43:07,Banido
1255,Rafael Novaes,uda-mata@example.org,rvgU8rcGasyuqblic0jj/sTrFXYz6FcRpsLqss+6q9ty86+jML+ee2EZ,Suporte,+55 84 7143 9608,2025-03-19 01:07:55,ativo
1256,Clarice Ribeiro,anthonylima@example.com,VPUvQ8c1SrDJ1tCFhm/qnWjE97DkCy/RYvcwleB/R0HUnquKduuvuy1N,Suporte,+55 (031) 4973-1639,2025-02-28 06:10:46,ativo
1257,Gabriel da Rocha,ana-claramendonca@example.com,XrAMMzt9Ccq/4VAHxY+YoUo9alNcN/b3hq9oCYxV1pifeMsdP9UqiAkn,Freelancer,0500 633 0126,2025-01-31 17:58:38,ativo
1258,Gustavo Henrique Farias,efreitas@example.org,ONGabBBRzAyu+EwwpXp1E84+6EiE0yIsjeJmnQgqbVI6etK1gx/Xg2xe,Cliente,+55 51 4466 4136,,ativo
1259,Davi Luiz Fonseca,marianafarias@example.org,eXKLnG1CZ1JvWY3ic+isAF84NDIc3GhGtRU55H1f76BVsy04L8/DnKNx,Cliente,+55 11 1789-6484,2025-01-15 20:07:32,ativo
1260,Srta. Maria Julia Rocha,tdas-neves@example.com,j1w++/HGG5pnP2VAychN9AfR2x4xNUtQqNogKD2Y9OKHveyeghDI+kOC,Cliente,+55 61 9419 9380,2025-02-12 19:34:10,ativo
1261,Ana Vitória Ramos,bmontenegro@example.org,8Dx8QnQl+MyR0rKC8ByS5vma+LQAf7DhYoCrrrfqz5ykB3Ik3JBwRm31,Cliente,+55 (081) 7673-5445,2025-04-25 07:45:29,ativo
1262,Dr. Eduardo da Mota,saemanuella@example.net,Fc7hviPcR0gFbjUnCUyWZHBH4CsSJjXlPK/AsdqOkbye816T+U4EVjYj,Suporte,+55 71 5962 7603,2025-02-24 11:08:45,ativo
1263,Alana Novais,luiz-gustavoferreira@example.net,0l1AVpRgKRk71VH4eNKCCC91pwshDEEbQs1DlXl+2YToR/yRuDLpjA6n,Cliente,(021) 9971-8945,2025-03-21 07:34:13,ativo
1264,Srta. Maria Helena Duarte,aparecidabento@example.com,+I6zDW25EBZTGOeEhaaarSh+QocRTlScWYQykdNUbhYJovnYfyxHv02k,Freelancer,+55 31 4116-5129,,ativo
1265,Sofia Rodrigues,ravy11@example.com,7DDaHfTsdgD9NGzztdnQiPilCO8RSLNV+nFS1UiKJovf2zIoyfgddkTk,Administrador,+55 (011) 1226-8366,2025-02-05 21:08:08,Excluído
1266,Maria Eduarda Nascimento,davi-luccacavalcante@example.com,1ZkoVmnnthkjwdDQboCYSlw7gyyM/4PikLWfgSFycuUwfhjHXWYRwwht,Cliente,+55 (061) 5918-2383,2025-03-21 20:34:35,ativo
1267,Eduardo Macedo,rbrito@example.net,JXv9YT1Uia7cU2d7Gbx2FfNcptiVlC0UFoRXvV9j3OejdcAFnETvPf/W,Cliente,51 5813 0214,,Banido
1268,Esther Santos,igarcia@example.org,npzeDcwf7PTuJdmc4iIV1FVolAqKyfeSMJG7zrXiSiBsFSXydO0wy+GG,Freelancer,(081) 9266-2314,,Banido
1269,Isabel Cavalcante,bgomes@example.net,atsjHT6FUySm1tnnn/k9ZgpREK4TCf9tMR1XW27Q6ZjQacjzZyq2/mNc,Cliente,+55 11 1102-5013,2025-03-20 11:25:33,ativo
1270,Erick Novaes,sfogaca@example.com,deDC44jZKcCyboKIySqTcEqHW8YJC6vMeISUZ8Fq51aH7GGgyVcI9H5R,Cliente,+55 21 2222-1765,2025-04-17 10:46:30,ativo
1271,Laís Fogaça,luana12@example.com,PuH+xLYrWwT3y2PZ3EiXV/09KYggBJlzGxwlJ+dIiShE8bt40j8CLL0r,Suporte,84 9613-6540,2025-04-26 23:32:59,Excluído
